Id,mszoning,bathrooms,bedrooms,finishedsqft,lastsoldyear,lastsoldprice,neighborhood,totalrooms,yearbuilt
1456,RL,4,3,1647,2007,175000,Gilbert,7,1999
1457,RL,4,3,2073,2010,210000,NWAmes,7,1978
1458,RL,5,4,2340,2010,266500,Crawfor,9,1941
1459,RL,3,2,1078,2010,142125,NAmes,5,1950
1460,RL,3,3,1256,2008,147500,Edwards,6,1965
1461,RH,3,2,896,2010,105000,NAmes,5,1961
1462,RL,3,3,1329,2010,172000,NAmes,6,1958
1463,RL,3,3,1629,2010,189900,Gilbert,6,1997
1464,RL,4,3,1604,2010,195500,Gilbert,7,1998
1465,RL,3,2,1280,2010,191500,StoneBr,5,1992
1466,RL,4,3,1655,2010,175900,Gilbert,7,1993
1467,RL,3,3,1187,2010,185000,Gilbert,6,1992
1468,RL,4,3,1465,2010,180400,Gilbert,7,1998
1469,RL,3,2,1341,2010,171500,Gilbert,5,1990
1470,RL,2,2,882,2010,126000,NAmes,4,1970
1471,RH,3,2,1337,2010,184000,NAmes,5,1999
1472,RM,3,2,987,2010,96000,BrDale,5,1971
1473,RM,3,3,1092,2010,105500,BrDale,6,1971
1474,RL,3,3,1456,2010,149900,NPkVill,6,1975
1475,RL,2,2,836,2010,120000,NPkVill,4,1975
1476,RL,7,3,2334,2010,376162,NridgHt,10,2009
1477,RL,4,3,1544,2010,290941,NridgHt,7,2009
1478,RL,4,3,1698,2010,275000,NridgHt,7,2005
1479,RL,5,3,1822,2010,259000,NridgHt,8,2005
1480,RL,7,3,2696,2010,500000,NridgHt,10,2003
1481,RL,4,3,2250,2010,320000,NridgHt,7,2002
1482,RL,4,2,1370,2010,205000,NridgHt,6,2006
1483,RL,3,3,1324,2010,199500,Gilbert,6,2005
1484,RL,4,2,1145,2010,160000,Blmngtn,6,2006
1485,RL,4,3,1374,2010,184500,Gilbert,7,2004
1486,RL,4,3,1733,2010,185088,Gilbert,7,2004
1487,RL,3,4,2475,2010,355000,NoRidge,7,1998
1488,RL,4,2,1595,2010,221500,Somerst,6,2005
1489,FV,2,2,1218,2010,204500,Somerst,4,2009
1490,FV,4,2,1468,2010,271500,Somerst,6,2005
1491,RL,5,3,1659,2010,181000,SawyerW,8,2004
1492,RH,3,2,1012,2010,67500,SawyerW,5,1920
1493,RL,4,3,1494,2010,169000,Sawyer,7,1974
1494,RL,5,4,2349,2010,362500,NoRidge,9,1993
1495,RL,3,4,2225,2010,285000,NoRidge,7,1992
1496,FV,4,2,1488,2010,260000,Somerst,6,2004
1497,FV,1,2,1680,2010,190000,Somerst,3,2004
1498,FV,2,2,1200,2010,155000,Somerst,4,2004
1499,FV,2,2,1200,2010,149500,Somerst,4,2004
1500,FV,2,2,1236,2010,152000,Somerst,4,2005
1501,FV,3,2,1512,2010,177000,Somerst,5,2000
1502,FV,2,2,1080,2010,147110,Somerst,4,2003
1503,FV,5,1,1418,2010,267916,Somerst,6,2010
1504,FV,4,3,1848,2010,254000,Somerst,7,2000
1505,FV,3,3,1492,2010,230000,Somerst,6,2002
1506,RL,4,4,1829,2010,218500,NWAmes,8,1967
1507,RL,5,4,2495,2010,243500,NWAmes,9,1993
1508,RL,4,3,1891,2010,212500,NWAmes,7,1978
1509,RL,3,4,1645,2010,171000,NWAmes,7,1971
1510,RL,3,3,1232,2010,142250,NAmes,6,1966
1511,RL,3,3,1209,2010,159000,NAmes,6,1966
1512,RL,3,3,1510,2010,178900,NAmes,6,1967
1513,RL,5,3,1775,2010,136300,NAmes,8,1964
1514,RL,4,6,1728,2010,84900,NAmes,10,1962
1515,RL,4,3,2461,2010,197600,NAmes,7,1952
1516,RL,3,3,1556,2010,172500,NAmes,6,1949
1517,RL,3,2,1128,2010,178000,NAmes,5,1966
1518,RL,4,4,1604,2010,135000,NAmes,8,1958
1519,RL,4,3,1480,2010,214000,NAmes,7,2003
1520,RL,3,3,1143,2010,136000,NAmes,6,1959
1521,RL,3,3,1206,2010,108538,NAmes,6,1959
1522,RL,3,3,1580,2010,159500,NAmes,6,1959
1523,RL,2,3,1337,2010,108000,NAmes,5,1956
1524,RL,2,2,1064,2010,135000,NAmes,4,1952
1525,RL,2,3,972,2010,122500,NAmes,5,1955
1526,RL,3,2,988,2010,119000,NAmes,5,1958
1527,RL,2,2,985,2010,105000,NAmes,4,1920
1528,RL,2,3,1224,2010,132000,NAmes,5,1948
1529,RL,3,3,1175,2010,148000,NAmes,6,1960
1530,RL,5,2,1395,2010,192000,NAmes,7,1963
1531,RM,6,3,1844,2010,80400,OldTown,9,1900
1532,RM,3,2,936,2010,109500,OldTown,5,1920
1533,RM,3,3,1347,2010,143000,OldTown,6,1957
1534,RM,3,3,1251,2010,119000,OldTown,6,1938
1535,RM,4,3,1633,2010,129000,OldTown,7,1948
1536,RM,3,3,1245,2010,100000,OldTown,6,1920
1537,RM,3,2,832,2010,12789,OldTown,5,1923
1538,RM,4,3,1566,2010,150000,OldTown,7,1900
1539,RM,4,3,2268,2010,240000,OldTown,7,1890
1540,RM,8,4,2256,2010,76500,OldTown,12,1910
1541,RM,4,2,1470,2010,140750,OldTown,6,1922
1542,RM,4,3,1612,2010,128500,BrkSide,7,1950
1543,RL,5,3,2068,2010,209500,BrkSide,8,1922
1544,RM,2,2,765,2010,87000,BrkSide,4,1925
1545,RM,3,2,1132,2010,134000,BrkSide,5,1939
1546,RM,3,3,1196,2010,128000,BrkSide,6,1940
1547,RM,4,3,1453,2010,132000,BrkSide,7,1942
1548,RM,3,3,1416,2010,139900,BrkSide,6,1948
1549,RM,3,2,1040,2010,123900,BrkSide,5,1936
1550,RM,3,4,1536,2010,138400,BrkSide,7,1930
1551,RM,3,2,1068,2010,109500,OldTown,5,1923
1552,RM,5,4,1962,2010,149500,OldTown,9,1915
1553,RM,4,3,1560,2010,159900,OldTown,7,1912
1554,RM,3,3,1324,2010,122000,OldTown,6,1920
1555,RL,5,3,1675,2010,173000,ClearCr,8,1959
1556,RL,3,3,1224,2010,107500,ClearCr,6,1917
1557,RL,3,3,1392,2010,100000,SWISU,6,1915
1558,RL,2,3,919,2010,95000,SWISU,5,1940
1559,C (all),3,4,1884,2010,93369,SWISU,7,1907
1560,RH,5,2,1680,2010,114900,SWISU,7,1910
1561,RL,4,4,1832,2010,136000,Sawyer,8,1967
1562,RL,2,3,892,2010,137900,Sawyer,5,1966
1563,RL,2,2,864,2010,137250,Sawyer,4,1968
1564,RL,2,3,1373,2010,160250,Sawyer,5,1978
1565,RL,3,4,1440,2010,163000,Sawyer,7,1968
1566,RL,3,1,1483,2010,270000,ClearCr,4,1977
1567,RL,2,2,756,2010,85000,Sawyer,4,1927
1568,RL,4,4,1981,2010,230000,ClearCr,8,1978
1569,RL,4,4,1610,2010,124000,Edwards,8,1938
1570,RL,3,3,1074,2010,144500,Edwards,6,1950
1571,RL,5,3,1531,2010,127000,Edwards,8,1947
1572,RL,2,3,1172,2010,128000,Edwards,5,1954
1573,RL,4,1,1508,2010,308030,Edwards,5,2009
1574,RL,2,3,1298,2010,114000,Edwards,5,1964
1575,RL,3,1,1433,2010,270000,SawyerW,4,1987
1576,RL,5,3,1802,2010,218000,SawyerW,8,1993
1577,RL,4,2,1222,2010,187000,CollgCr,6,2010
1578,RL,3,3,1445,2010,138500,SawyerW,6,1900
1579,RL,2,2,965,2010,159000,CollgCr,4,1996
1580,RL,5,3,1692,2010,191000,CollgCr,8,1997
1581,RL,2,3,1026,2010,150000,CollgCr,5,1977
1582,RL,2,3,876,2010,127000,CollgCr,5,1972
1583,RL,5,3,1978,2010,318000,CollgCr,8,2003
1584,RL,5,4,2098,2010,240000,CollgCr,9,1997
1585,RM,3,1,848,2010,143750,CollgCr,4,2003
1586,RL,3,2,640,2010,84900,Edwards,5,1945
1587,RL,3,3,992,2010,155891,Edwards,6,1954
1588,RL,3,3,1196,2010,144000,Edwards,6,1968
1589,RL,3,2,1120,2010,64000,Edwards,5,1948
1590,RL,2,3,1096,2010,125200,Edwards,5,1975
1591,RL,2,3,960,2010,90000,Edwards,5,1958
1592,RL,3,2,1296,2010,104000,SWISU,5,1924
1593,RL,2,2,856,2010,126000,SWISU,4,1939
1594,RH,4,6,2650,2010,160000,SWISU,10,1967
1595,RL,4,3,1666,2010,100000,SWISU,7,1931
1596,RL,4,4,2133,2010,257500,Crawfor,8,1941
1597,RL,6,5,2177,2010,215000,Crawfor,11,1950
1598,RL,3,3,1652,2010,203135,Crawfor,6,1994
1599,RM,3,1,1034,2010,185000,Blueste,4,1989
1600,RM,3,2,1191,2010,162500,Blueste,5,1989
1601,RM,3,1,540,2010,82000,IDOTRR,4,1941
1602,RM,3,2,1107,2010,110000,IDOTRR,5,1921
1603,C (all),2,3,952,2010,50138,IDOTRR,5,1896
1604,RM,3,2,1646,2010,246000,Crawfor,5,2004
1605,RL,5,3,1916,2010,254900,Mitchel,8,1998
1606,RL,3,3,1285,2010,190000,Mitchel,6,1977
1607,RL,4,5,2048,2010,170000,Mitchel,9,1976
1608,RL,3,3,1346,2010,220000,Timber,6,2008
1609,RL,4,2,1214,2010,179781,Timber,6,2009
1610,RL,4,3,1444,2010,174000,Timber,7,2006
1611,RL,5,2,1264,2010,169000,Mitchel,7,1965
1612,RL,4,3,1430,2010,173500,Mitchel,7,2004
1613,RL,4,3,1344,2010,166500,Mitchel,7,1999
1614,RM,3,2,945,2010,119500,MeadowV,5,1973
1615,RM,2,3,1092,2010,76000,MeadowV,5,1970
1616,RM,2,3,1092,2010,88250,MeadowV,5,1970
1617,RM,2,3,1092,2010,85500,MeadowV,5,1972
1618,RL,2,3,874,2010,130000,Mitchel,5,1971
1619,RL,3,2,833,2010,149900,Mitchel,5,1984
1620,RL,6,4,2432,2010,159000,Mitchel,10,1985
1621,RL,3,3,1274,2010,136000,Mitchel,6,1991
1622,RL,3,5,1479,2010,161000,Mitchel,8,1969
1623,RL,3,3,1803,2010,285000,Mitchel,6,1994
1624,RL,4,3,1797,2010,231000,Mitchel,7,1993
1625,RL,3,2,882,2009,124500,NAmes,5,1956
1626,RL,3,4,1434,2009,157000,NAmes,7,1974
1627,RL,4,3,1608,2009,189500,Gilbert,7,1997
1628,RL,5,4,2283,2009,270000,Gilbert,9,2003
1629,RL,4,3,1628,2009,189000,Gilbert,7,1996
1630,RL,7,1,2522,2009,375000,StoneBr,8,2004
1631,RL,3,2,1478,2009,240000,StoneBr,5,1998
1632,RL,4,2,1734,2009,239500,StoneBr,6,1995
1633,RL,4,3,1382,2009,177500,Gilbert,7,1998
1634,RL,4,3,1636,2009,191000,Gilbert,7,1998
1635,RL,4,3,1516,2009,181316,Gilbert,7,1994
1636,RL,3,3,1190,2009,166000,Gilbert,6,1993
1637,RL,3,3,1934,2009,185000,Gilbert,6,1977
1638,RL,4,4,2050,2009,154000,NWAmes,8,1978
1639,RL,4,3,1671,2009,200000,NWAmes,7,1978
1640,RL,5,4,2673,2009,249000,NWAmes,9,1980
1641,RL,4,3,1707,2009,184000,NWAmes,7,1978
1642,FV,4,3,1884,2009,240900,Somerst,7,2003
1643,FV,4,3,1874,2009,220000,Somerst,7,2000
1644,FV,4,3,1811,2009,235000,Somerst,7,2002
1645,RL,4,3,1621,2009,213000,NWAmes,7,1975
1646,RL,3,3,1116,2009,167900,NWAmes,6,1974
1647,RL,2,3,1193,2009,158000,NWAmes,5,1975
1648,RL,4,2,1180,2009,128000,NAmes,6,1970
1649,RL,3,3,1050,2009,143000,NAmes,6,1971
1650,RL,2,3,864,2009,76500,NAmes,5,1970
1651,RL,2,3,864,2009,130000,NAmes,5,1971
1652,RM,3,2,987,2009,111000,BrDale,5,1973
1653,RM,3,2,987,2009,97000,BrDale,5,1972
1654,RL,4,3,1548,2009,146000,NPkVill,7,1976
1655,RL,2,2,1055,2009,123000,NPkVill,4,1975
1656,RL,3,3,1456,2009,137900,NPkVill,6,1977
1657,RL,4,3,1548,2009,147000,NPkVill,7,1978
1658,RL,3,3,1456,2009,138000,NPkVill,6,1978
1659,RL,3,2,836,2009,128500,NPkVill,5,1976
1660,RL,2,3,1120,2009,148800,NAmes,5,1966
1661,RL,6,4,2772,2009,462000,NridgHt,10,2007
1662,RL,5,3,2690,2009,398800,NridgHt,8,2009
1663,RL,4,3,2020,2009,404000,NridgHt,7,2008
1664,RL,6,2,2674,2009,610000,NridgHt,8,2007
1665,RL,4,3,1736,2009,360000,NridgHt,7,2008
1666,RL,4,3,1782,2009,296000,NridgHt,7,2004
1667,RL,5,5,2520,2009,409900,NridgHt,10,2007
1668,RL,5,3,1743,2009,335000,NridgHt,8,2008
1669,RL,4,2,1531,2009,300000,NridgHt,6,2006
1670,RL,4,3,1808,2009,324000,NridgHt,7,2008
1671,RL,5,3,1760,2009,269500,NridgHt,8,2003
1672,RL,7,3,2452,2009,445000,NridgHt,10,2003
1673,RL,6,4,2400,2009,290000,NridgHt,10,2003
1674,RL,3,3,1606,2009,255900,NridgHt,6,2006
1675,RL,4,2,1358,2009,213000,NridgHt,6,2005
1676,RL,4,1,1306,2009,184500,NridgHt,5,2005
1677,RL,4,2,1358,2009,212500,NridgHt,6,2007
1678,RL,6,2,2492,2009,552000,NridgHt,8,2004
1679,RL,5,3,2200,2009,382500,NridgHt,8,2003
1680,RL,4,2,1884,2009,320000,NridgHt,6,2008
1681,RL,4,2,1456,2009,248500,NridgHt,6,2008
1682,RL,5,3,1712,2009,286500,NridgHt,8,2002
1683,RL,4,2,1405,2009,173000,NridgHt,6,2003
1684,RL,5,3,1456,2009,184000,Gilbert,8,2005
1685,RL,4,3,1490,2009,167800,Gilbert,7,2005
1686,RL,3,2,1220,2009,180000,Blmngtn,5,2005
1687,RL,3,3,1374,2009,170000,Gilbert,6,2004
1688,RL,4,3,1630,2009,189500,Gilbert,7,2004
1689,RL,4,3,1594,2009,195500,Gilbert,7,2004
1690,RL,5,3,1489,2009,192000,Gilbert,8,2003
1691,RL,4,3,1342,2009,178000,Gilbert,7,2003
1692,RL,4,4,2004,2009,257500,Gilbert,8,2002
1693,RL,4,3,1374,2009,167000,Gilbert,7,2004
1694,RL,4,3,1514,2009,190000,Gilbert,7,2000
1695,RL,4,3,1430,2009,156000,Gilbert,7,1999
1696,RL,4,4,2312,2009,245000,Gilbert,8,1999
1697,RL,4,3,1430,2009,168000,Gilbert,7,1999
1698,RL,6,4,2687,2009,327000,NoRidge,10,2000
1699,RL,4,3,2063,2009,315000,NoRidge,7,1994
1700,RL,4,3,2061,2009,260000,NoRidge,7,1995
1701,RL,5,3,2232,2009,263550,NoRidge,8,1993
1702,RL,4,3,1696,2009,275000,Somerst,7,2008
1703,RL,4,3,1658,2009,257500,Somerst,7,2008
1704,RL,4,3,1702,2009,275500,Somerst,7,2007
1705,RL,4,3,1432,2009,245000,Somerst,7,2006
1706,RL,7,2,2490,2009,468000,Somerst,9,2005
1707,FV,3,3,1436,2009,225000,Somerst,6,2008
1708,FV,4,3,1402,2009,229800,Somerst,7,2008
1709,FV,4,3,1530,2009,250000,Somerst,7,2007
1710,FV,4,2,1448,2009,238500,Somerst,6,2006
1711,FV,5,3,1795,2009,270000,Somerst,8,2006
1712,FV,5,3,1836,2009,264500,Somerst,8,2008
1713,FV,5,3,1662,2009,291000,Somerst,8,2006
1714,FV,3,3,1553,2009,234500,Somerst,6,2003
1715,FV,3,3,1653,2009,209000,Somerst,6,2003
1716,RL,3,3,1218,2009,159000,SawyerW,6,2007
1717,RL,3,3,1141,2009,152000,SawyerW,6,2006
1718,RL,2,3,1158,2009,143500,SawyerW,5,2004
1719,RL,5,3,1812,2009,193000,SawyerW,8,2004
1720,RL,3,3,1512,2009,203000,SawyerW,6,2004
1721,RL,3,3,1114,2009,159000,SawyerW,6,2004
1722,RL,3,3,1114,2009,142000,SawyerW,6,2004
1723,RL,3,3,1114,2009,153000,SawyerW,6,2003
1724,RL,4,2,1450,2009,224243,SawyerW,6,2008
1725,RL,4,4,2122,2009,220000,SawyerW,8,1996
1726,RL,3,3,1730,2009,171500,SawyerW,6,1992
1727,RL,3,2,1332,2009,145000,SawyerW,5,1990
1728,RL,3,3,1540,2009,184000,SawyerW,6,1994
1729,RL,3,3,1400,2009,162000,SawyerW,6,1986
1730,RL,4,4,1882,2009,160000,SawyerW,8,1981
1731,RL,2,3,980,2009,110000,Sawyer,5,1962
1732,RL,2,3,864,2009,141000,Sawyer,5,1961
1733,RL,3,2,864,2009,122000,Sawyer,5,1961
1734,RL,2,3,1020,2009,124100,Sawyer,5,1965
1735,RL,3,3,912,2009,129000,Sawyer,6,1963
1736,RL,3,3,912,2009,123000,Sawyer,6,1962
1737,RL,4,2,2014,2009,275000,Veenker,6,1980
1738,RL,4,3,1755,2009,235000,NoRidge,7,1991
1739,FV,6,3,3005,2009,280750,Somerst,9,2004
1740,FV,4,2,1726,2009,222000,Somerst,6,2008
1741,FV,4,1,1256,2009,195000,Somerst,5,2008
1742,FV,2,2,1512,2009,180000,Somerst,4,2000
1743,FV,3,3,1452,2009,156000,Somerst,6,1999
1744,RL,3,2,1694,2009,318750,Veenker,5,1977
1745,RL,5,2,1740,2009,241600,Veenker,7,1981
1746,RL,1,4,2499,2009,180500,Veenker,5,1976
1747,RL,4,3,2067,2009,206000,NWAmes,7,1974
1748,RL,3,5,2640,2009,256900,NWAmes,8,1967
1749,RL,3,3,1336,2009,163000,NWAmes,6,1969
1750,RL,2,3,1216,2009,113000,NWAmes,5,1969
1751,RL,4,4,2288,2009,230000,NWAmes,8,1977
1752,RL,3,2,864,2009,130000,NAmes,5,1967
1753,RL,4,3,1568,2009,143000,NAmes,7,1967
1754,RL,4,4,2061,2009,168500,NWAmes,8,1974
1755,RL,2,3,1320,2009,172500,NWAmes,5,1971
1756,RL,3,2,894,2009,141500,NAmes,5,1960
1757,RL,2,3,864,2009,118000,NAmes,5,1959
1758,RL,3,3,1362,2009,140000,NAmes,6,1957
1759,RL,4,3,1728,2009,177625,NAmes,7,1956
1760,RL,3,3,1313,2009,153000,NAmes,6,1961
1761,RL,3,3,1292,2009,145100,NAmes,6,1964
1762,RL,3,4,2140,2009,177500,NAmes,7,1965
1763,RL,3,4,1576,2009,174500,NAmes,7,1961
1764,RL,3,2,960,2009,122000,NAmes,5,1955
1765,RL,3,2,1691,2009,175000,NAmes,5,1967
1766,RL,3,3,1453,2009,187500,NAmes,6,1961
1767,RL,3,2,1567,2009,256000,NAmes,5,1966
1768,RL,3,3,1144,2009,150000,NAmes,6,1956
1769,RL,2,3,1329,2009,176000,NAmes,5,1960
1770,RL,3,3,988,2009,149500,NAmes,6,1959
1771,RL,3,3,1202,2009,120000,NAmes,6,1956
1772,RL,3,3,1382,2009,153000,NAmes,6,1955
1773,RL,3,3,1200,2009,144000,NAmes,6,1956
1774,RL,4,4,1866,2009,135000,NAmes,8,1958
1775,RL,3,3,1062,2009,131000,NAmes,6,1954
1776,RL,3,2,1112,2009,126000,NAmes,5,1951
1777,RL,2,2,793,2009,113000,NAmes,4,1945
1778,RL,3,2,1031,2009,145500,NAmes,5,1952
1779,RL,5,2,1210,2009,102900,NAmes,7,1953
1780,RL,3,3,1527,2009,152500,NAmes,6,1948
1781,RL,3,3,1200,2009,129900,NAmes,6,1950
1782,RL,2,2,792,2009,99900,OldTown,4,1958
1783,RL,3,4,1352,2009,149000,OldTown,7,1939
1784,RL,4,2,1039,2009,114000,OldTown,6,1900
1785,RL,3,3,1078,2009,125000,OldTown,6,1925
1786,RL,5,3,2377,2009,142900,OldTown,8,1915
1787,RL,1,4,1690,2009,156500,OldTown,5,1910
1788,RL,2,2,599,2009,59000,OldTown,4,1940
1789,RL,2,2,846,2009,106000,OldTown,4,1920
1790,RL,3,1,725,2009,78500,OldTown,4,1890
1791,RL,6,6,2544,2009,190000,NAmes,12,1969
1792,RL,3,3,1380,2009,154000,NAmes,6,1963
1793,RL,3,3,1040,2009,163000,NAmes,6,1967
1794,RL,4,2,951,2009,143500,NAmes,6,1958
1795,RL,2,3,1105,2009,135000,NAmes,5,1957
1796,RL,3,2,1142,2009,113500,NAmes,5,1958
1797,RL,2,3,1133,2009,128500,NAmes,5,1950
1798,RL,3,3,1041,2009,128000,NAmes,6,1958
1799,RL,2,2,732,2009,118900,NAmes,4,1952
1800,RL,3,3,1183,2009,138000,NAmes,6,1959
1801,RL,2,4,1461,2009,133500,NAmes,6,1949
1802,RL,3,3,1495,2009,135000,NAmes,6,1948
1803,RL,4,4,1806,2009,144750,NAmes,8,1964
1804,RL,2,2,941,2009,145000,NAmes,4,1978
1805,RL,3,3,1045,2009,127000,NAmes,6,1963
1806,RM,3,3,1378,2009,128900,OldTown,6,1935
1807,RM,8,4,1944,2009,103500,OldTown,12,1910
1808,RM,3,3,1306,2009,130000,OldTown,6,1910
1809,RM,4,3,1464,2009,129000,OldTown,7,1910
1810,RM,4,3,1558,2009,150000,OldTown,7,1939
1811,RM,4,4,1701,2009,94550,OldTown,8,1920
1812,RM,3,3,1447,2009,103000,OldTown,6,1910
1813,RM,3,3,1328,2009,129500,OldTown,6,1950
1814,RM,3,2,861,2009,80000,OldTown,5,1920
1815,RM,3,1,612,2009,45000,OldTown,4,1940
1816,RM,3,2,792,2009,99500,OldTown,5,1923
1817,RM,4,3,1510,2009,87500,OldTown,7,1910
1818,RM,5,3,2007,2009,160000,OldTown,8,1900
1819,RM,2,3,1288,2009,119000,OldTown,5,1917
1820,C (all),3,2,816,2009,58500,OldTown,5,1910
1821,RM,3,3,1480,2009,119000,OldTown,6,1920
1822,RM,4,4,1521,2009,146500,OldTown,8,1910
1823,C (all),3,2,797,2009,44000,IDOTRR,5,1900
1824,RL,3,3,1432,2009,149000,BrkSide,6,1923
1825,RL,4,3,1654,2009,137000,BrkSide,7,1930
1826,RM,3,3,1142,2009,93000,BrkSide,6,1924
1827,RM,3,2,995,2009,115000,BrkSide,5,1925
1828,RM,3,3,1582,2009,150000,BrkSide,6,1938
1829,RM,3,2,1072,2009,126500,BrkSide,5,1925
1830,RM,5,3,1768,2009,155000,OldTown,8,1915
1831,RM,5,3,1944,2009,179900,OldTown,8,1915
1832,RM,7,4,2128,2009,62500,OldTown,11,1922
1833,RM,4,4,1930,2009,149000,IDOTRR,8,1927
1834,RM,4,3,1427,2009,123000,OldTown,7,1915
1835,RM,3,6,1864,2009,97500,OldTown,9,1902
1836,RM,1,3,1666,2009,135000,IDOTRR,4,1927
1837,RM,4,1,892,2009,70000,IDOTRR,5,1923
1838,RM,4,3,1403,2009,116000,IDOTRR,7,1915
1839,RL,2,2,704,2009,88750,Sawyer,4,1946
1840,RL,2,3,1200,2009,179000,Edwards,5,1987
1841,RL,4,2,1152,2009,159900,Edwards,6,1978
1842,RL,2,4,1112,2009,63000,Edwards,6,1934
1843,RL,3,3,1052,2009,113500,Sawyer,6,1967
1844,RL,2,3,1034,2009,149900,Sawyer,5,1978
1845,RL,4,4,1774,2009,165000,Sawyer,8,1961
1846,RL,3,3,1138,2009,148000,Sawyer,6,1960
1847,RL,5,4,2071,2009,165000,ClearCr,9,1956
1848,RL,3,2,660,2009,63900,Sawyer,5,1947
1849,RL,4,2,1383,2009,122000,Edwards,6,1954
1850,RL,3,2,1073,2009,121500,Edwards,5,1956
1851,RL,3,3,1639,2009,154400,Edwards,6,1946
1852,RL,2,3,1089,2009,125000,Edwards,5,1954
1853,RL,3,2,1049,2009,139500,Edwards,5,1984
1854,RL,3,1,1061,2009,162000,SawyerW,4,1990
1855,RL,3,2,1338,2009,156500,SawyerW,5,1983
1856,RL,5,3,1879,2009,239900,SawyerW,8,1993
1857,RL,3,4,2016,2009,131000,SawyerW,7,1880
1858,RL,2,6,2228,2009,147983,SawyerW,8,1979
1859,RL,4,4,1535,2009,118858,SawyerW,8,1979
1860,RL,4,2,1229,2009,148325,SawyerW,6,1979
1861,RL,4,4,1513,2009,113722,SawyerW,8,1979
1862,RL,2,6,2787,2009,269500,SawyerW,8,2000
1863,RL,2,6,2787,2009,269500,SawyerW,8,2000
1864,RL,2,6,2787,2009,269500,SawyerW,8,2000
1865,RL,7,1,1680,2009,323262,CollgCr,8,2009
1866,RL,5,3,1720,2009,332000,CollgCr,8,2008
1867,RL,3,3,1468,2009,239900,CollgCr,6,2008
1868,RL,4,3,1838,2009,272500,CollgCr,7,2007
1869,RL,4,2,1290,2009,200000,CollgCr,6,2007
1870,RL,3,2,1254,2009,221800,CollgCr,5,2008
1871,RL,4,3,1498,2009,237000,CollgCr,7,2005
1872,RL,4,3,1422,2009,173000,CollgCr,7,2005
1873,RL,4,3,1759,2009,233500,ClearCr,7,1992
1874,RL,2,3,990,2009,143000,CollgCr,5,1994
1875,RL,2,3,1463,2009,207000,CollgCr,5,1998
1876,RL,4,3,1772,2009,200000,CollgCr,7,1998
1877,RL,3,3,1444,2009,203000,CollgCr,6,2002
1878,RL,3,3,1492,2009,201000,CollgCr,6,2001
1879,RL,2,3,907,2009,140000,CollgCr,5,1978
1880,RL,3,2,914,2009,134900,CollgCr,5,1979
1881,RL,3,3,1611,2009,250000,CollgCr,6,2002
1882,RL,4,4,2184,2009,254750,CollgCr,8,2003
1883,RL,3,3,1725,2009,198500,CollgCr,6,2002
1884,RL,3,3,1870,2009,211000,CollgCr,6,2001
1885,RL,3,2,1513,2009,220000,CollgCr,5,1999
1886,RL,4,3,1828,2009,279500,CollgCr,7,2002
1887,RL,4,3,1417,2009,210000,CollgCr,7,1997
1888,RL,4,3,1602,2009,293200,CollgCr,7,2007
1889,RL,3,3,1396,2009,170000,CollgCr,6,2007
1890,RL,4,3,1149,2009,127000,Edwards,7,1960
1891,RM,3,2,1072,2009,145500,Edwards,5,2005
1892,RL,2,3,876,2009,85000,Edwards,5,1959
1893,RL,3,3,1368,2009,120000,Edwards,6,1950
1894,RL,4,6,1678,2009,119900,Edwards,10,1959
1895,RL,5,2,1560,2009,103500,Edwards,7,1956
1896,RL,3,3,1298,2009,122000,Edwards,6,1941
1897,RH,4,3,1268,2009,160000,SWISU,7,1938
1898,RL,3,3,1242,2009,105000,SWISU,6,1935
1899,RL,3,3,1232,2009,147500,Crawfor,6,1916
1900,RL,3,3,1228,2009,137000,Crawfor,6,1918
1901,RL,4,2,1567,2009,205000,Crawfor,6,1940
1902,RL,3,2,1273,2009,155000,Crawfor,5,1960
1903,RL,8,5,2480,2009,205000,Crawfor,13,1940
1904,RL,4,2,1112,2009,144800,Crawfor,6,1954
1905,RL,3,3,1561,2009,193000,Crawfor,6,1960
1906,RL,4,3,1523,2009,158000,Crawfor,7,1949
1907,RL,3,3,1906,2009,224000,Crawfor,6,1954
1908,RM,3,2,1032,2009,115000,Blueste,5,1980
1909,RM,3,2,1229,2009,137000,Blueste,5,1980
1910,RM,3,2,1229,2009,121000,Blueste,5,1980
1911,RL,3,3,1982,2009,208000,Crawfor,6,1986
1912,RL,4,3,2365,2009,315000,Crawfor,7,1971
1913,RM,6,5,2168,2009,123000,IDOTRR,11,1900
1914,C (all),2,2,572,2009,75000,IDOTRR,4,1925
1915,RM,3,2,1648,2009,230000,Crawfor,5,2007
1916,NA,3,1,810,2009,57625,IDOTRR,4,1910
1917,RL,4,3,2052,2009,251000,Mitchel,7,2000
1918,RL,3,2,926,2009,156450,Mitchel,5,1977
1919,RL,3,2,1287,2009,173000,Mitchel,5,1977
1920,RL,3,2,1595,2009,152000,Mitchel,5,1991
1921,RL,6,3,2036,2009,410000,Timber,9,2008
1922,RL,4,3,1641,2009,316500,Timber,7,2008
1923,RL,4,3,2237,2009,204000,Timber,7,1980
1924,RL,4,3,1479,2009,213500,Timber,7,1987
1925,RL,6,3,2014,2009,170000,Timber,9,2003
1926,RL,5,2,1978,2009,425000,Timber,7,2007
1927,RL,3,3,1008,2009,139500,Mitchel,6,1968
1928,RL,4,3,1404,2009,160000,Mitchel,7,1969
